seqid	mrca	ps
AT1G75190.2	Brassicaceae	18
AT2G14282.1	Brassicaceae	18
AT2G05440.1	Brassicaceae	18
AT2G03913.1	Brassicaceae	18
AT2G05786.1	Brassicaceae	18
AT1G65845.1	Brassicaceae	18
AT5G33355.1	Brassicaceae	18
AT1G64370.1	Brassicaceae	18
AT1G59835.1	Brassicaceae	18
AT5G28288.1	Brassicaceae	18
AT4G08485.1	Brassicaceae	18
AT3G25080.1	Brassicaceae	18
AT1G19500.1	Brassicaceae	18
AT1G54775.1	Brassicaceae	18
AT5G54145.1	Brassicaceae	18
AT1G61688.1	Brassicaceae	18
AT5G51580.1	Brassicaceae	18
AT4G18090.1	Brassicaceae	18
AT5G44565.1	Brassicaceae	18
AT3G04545.1	Brassicaceae	18
AT4G27652.1	Brassicaceae	18
AT1G60985.1	Brassicaceae	18
AT1G27550.1	Brassicaceae	18
AT2G20619.1	Brassicaceae	18
AT3G15357.1	Brassicaceae	18
AT2G12465.1	Brassicaceae	18
AT4G29770.1	Brassicaceae	18
AT1G76965.1	Brassicaceae	18
AT5G63065.1	Brassicaceae	18
AT5G01881.1	Brassicaceae	18
AT2G12475.1	Brassicaceae	18
AT1G34800.1	Brassicaceae	18
AT3G51642.1	Brassicaceae	18
AT2G07692.1	Brassicaceae	18
AT1G62480.1	Brassicaceae	18
AT2G20463.1	Brassicaceae	18
AT5G22545.1	Brassicaceae	18
AT1G58248.1	Brassicaceae	18
AT5G39870.1	Brassicaceae	18
AT1G06420.2	Brassicaceae	18
AT1G34095.1	Brassicaceae	18
AT1G65486.2	Brassicaceae	18
AT2G19893.1	Brassicaceae	18
AT4G23090.1	Brassicaceae	18
AT1G21940.1	Brassicaceae	18
AT3G44428.1	Brassicaceae	18
AT1G05400.2	Brassicaceae	18
AT4G23432.1	Brassicaceae	18
AT1G43320.1	Brassicaceae	18
AT5G52710.1	Brassicaceae	18
AT5G54420.1	Brassicaceae	18
AT5G23820.1	Brassicaceae	18
AT2G22520.1	Brassicaceae	18
AT4G10870.1	Brassicaceae	18
AT3G30230.1	Brassicaceae	18
AT5G43185.1	Brassicaceae	18
AT2G25312.1	Brassicaceae	18
AT3G30320.1	Brassicaceae	18
AT1G47813.1	Brassicaceae	18
AT3G06360.1	Brassicaceae	18
AT4G08270.1	Brassicaceae	18
AT1G61160.1	Brassicaceae	18
AT2G04800.1	Brassicaceae	18
AT5G03060.1	Brassicaceae	18
AT1G24388.1	Brassicaceae	18
AT1G27860.1	Brassicaceae	18
AT4G32714.1	Brassicaceae	18
AT5G57887.1	Brassicaceae	18
AT5G17100.1	Brassicaceae	18
AT5G17130.1	Brassicaceae	18
AT5G22180.1	Brassicaceae	18
AT2G24693.1	Brassicaceae	18
AT5G36925.1	Brassicaceae	18
AT1G51250.1	Brassicaceae	18
AT2G04063.1	Brassicaceae	18
AT4G20420.1	Brassicaceae	18
AT4G19620.1	Brassicaceae	18
AT2G22807.1	Brassicaceae	18
AT3G47410.1	Brassicaceae	18
AT1G19397.1	Brassicaceae	18
AT2G34100.2	Brassicaceae	18
AT2G42540.3	Brassicaceae	18
AT1G34930.1	Brassicaceae	18
AT5G42235.1	Brassicaceae	18
AT5G42232.1	Brassicaceae	18
AT4G27530.1	Brassicaceae	18
AT5G48543.1	Brassicaceae	18
AT1G77682.1	Brassicaceae	18
AT4G30460.1	Brassicaceae	18
AT1G51030.1	Brassicaceae	18
AT3G22057.1	Brassicaceae	18
AT3G59930.1	Brassicaceae	18
AT2G22802.1	Brassicaceae	18
AT2G16535.1	Brassicaceae	18
AT1G64142.1	Brassicaceae	18
AT4G23770.1	Brassicaceae	18
AT5G46915.1	Brassicaceae	18
AT3G62336.1	Brassicaceae	18
AT4G14622.1	Brassicaceae	18
AT1G09176.1	Brassicaceae	18
AT3G24465.1	Brassicaceae	18
AT1G16515.1	Brassicaceae	18
AT4G13968.1	Brassicaceae	18
AT4G15710.1	Brassicaceae	18
AT1G30250.1	Brassicaceae	18
AT1G76960.1	Brassicaceae	18
AT5G19172.1	Brassicaceae	18
AT4G36230.1	Brassicaceae	18
AT3G04903.1	Brassicaceae	18
AT2G36920.1	Brassicaceae	18
AT5G07842.1	Brassicaceae	18
AT1G56553.1	Brassicaceae	18
AT2G20625.1	Brassicaceae	18
AT1G44941.1	Brassicaceae	18
AT3G32050.1	Brassicaceae	18
AT1G59690.1	Brassicaceae	18
AT4G28930.1	Brassicaceae	18
AT2G20605.1	Brassicaceae	18
AT5G64540.3	Brassicaceae	18
AT3G27410.1	Brassicaceae	18
AT3G13630.2	Brassicaceae	18
AT5G24313.1	Brassicaceae	18
AT4G34690.1	Brassicaceae	18
AT1G04778.1	Brassicaceae	18
AT1G66145.1	Brassicaceae	18
AT2G07827.2	Brassicaceae	18
AT2G36440.1	Brassicaceae	18
AT2G33010.1	Brassicaceae	18
AT5G50050.1	Brassicaceae	18
AT2G14000.1	Brassicaceae	18
AT3G27416.1	Brassicaceae	18
AT2G31141.2	Brassicaceae	18
AT5G64540.2	Brassicaceae	18
AT3G44770.1	Brassicaceae	18
AT3G16020.1	Brassicaceae	18
AT1G31163.1	Brassicaceae	18
AT2G19700.1	Brassicaceae	18
AT2G11851.1	Brassicaceae	18
AT3G20400.1	Brassicaceae	18
AT5G28720.1	Brassicaceae	18
AT1G14755.1	Brassicaceae	18
AT2G35080.2	Brassicaceae	18
AT5G43510.2	Brassicaceae	18
AT4G10820.1	Brassicaceae	18
AT1G48610.2	Brassicaceae	18
AT1G58242.1	Brassicaceae	18
AT1G69818.1	Brassicaceae	18
AT4G03570.1	Brassicaceae	18
AT3G56610.1	Brassicaceae	18
AT1G60000.2	Brassicaceae	18
AT1G73510.1	Brassicaceae	18
AT5G19800.1	Brassicaceae	18
AT5G43518.1	Brassicaceae	18
AT5G57567.1	Brassicaceae	18
AT1G24148.1	Brassicaceae	18
AT1G35035.1	Brassicaceae	18
AT5G61720.1	Brassicaceae	18
AT2G02795.1	Brassicaceae	18
AT3G06019.1	Brassicaceae	18
ATMG01220.1	Brassicaceae	18
AT1G07135.1	Brassicaceae	18
AT1G47317.1	Brassicaceae	18
AT1G21925.1	Brassicaceae	18
AT2G27389.1	Brassicaceae	18
AT5G17180.1	Brassicaceae	18
AT4G39917.1	Brassicaceae	18
AT5G48515.1	Brassicaceae	18
AT2G03937.2	Brassicaceae	18
AT1G54445.1	Brassicaceae	18
AT1G58245.1	Brassicaceae	18
AT2G02515.1	Brassicaceae	18
AT3G43470.1	Brassicaceae	18
AT4G03580.1	Brassicaceae	18
AT3G42870.1	Brassicaceae	18
AT5G22970.2	Brassicaceae	18
AT1G36100.1	Brassicaceae	18
AT5G37473.1	Brassicaceae	18
AT1G51670.1	Brassicaceae	18
AT1G70020.1	Brassicaceae	18
AT2G04034.1	Brassicaceae	18
AT5G48575.1	Brassicaceae	18
AT1G76955.1	Brassicaceae	18
AT5G52700.1	Brassicaceae	18
AT1G53640.1	Brassicaceae	18
AT3G30820.1	Brassicaceae	18
AT2G17442.1	Brassicaceae	18
AT3G01326.1	Brassicaceae	18
AT3G23040.1	Brassicaceae	18
AT3G57160.1	Brassicaceae	18
AT1G66060.1	Brassicaceae	18
AT1G34795.1	Brassicaceae	18
AT5G43513.1	Brassicaceae	18
AT1G69825.1	Brassicaceae	18
AT3G25200.1	Brassicaceae	18
AT1G26815.1	Brassicaceae	18
AT1G31835.1	Brassicaceae	18
AT2G32487.1	Brassicaceae	18
AT2G16594.1	Brassicaceae	18
AT2G30930.1	Brassicaceae	18
AT2G43550.1	Brassicaceae	18
AT1G29041.1	Brassicaceae	18
AT1G66110.1	Brassicaceae	18
AT4G08395.1	Brassicaceae	18
AT4G22235.2	Brassicaceae	18
AT1G56270.1	Brassicaceae	18
AT1G05040.2	Brassicaceae	18
AT4G18280.1	Brassicaceae	18
AT3G25727.1	Brassicaceae	18
AT5G48945.1	Brassicaceae	18
AT2G10930.1	Brassicaceae	18
ATMG00470.1	Brassicaceae	18
AT3G16895.1	Brassicaceae	18
AT2G41225.1	Brassicaceae	18
AT3G43480.1	Brassicaceae	18
AT2G40995.1	Brassicaceae	18
AT5G62627.1	Brassicaceae	18
AT5G48595.1	Brassicaceae	18
AT4G08263.1	Brassicaceae	18
AT5G55650.1	Brassicaceae	18
AT1G65346.1	Brassicaceae	18
AT1G29179.1	Brassicaceae	18
AT1G50530.1	Brassicaceae	18
AT1G22010.1	Brassicaceae	18
AT4G22650.1	Brassicaceae	18
AT5G36805.1	Brassicaceae	18
AT2G35080.1	Brassicaceae	18
AT1G33070.1	Brassicaceae	18
AT5G44582.1	Brassicaceae	18
AT1G24148.2	Brassicaceae	18
AT5G52547.1	Brassicaceae	18
AT3G15860.1	Brassicaceae	18
AT1G49435.1	Brassicaceae	18
AT4G22210.1	Brassicaceae	18
AT3G09922.1	Brassicaceae	18
AT3G01329.1	Brassicaceae	18
AT4G16980.1	Brassicaceae	18
AT1G22885.2	Brassicaceae	18
AT1G43810.1	Brassicaceae	18
AT4G22640.1	Brassicaceae	18
AT5G63820.1	Brassicaceae	18
AT2G05440.8	Brassicaceae	18
AT5G64540.1	Brassicaceae	18
AT5G42797.1	Brassicaceae	18
AT3G05685.1	Brassicaceae	18
AT1G07610.1	Brassicaceae	18
AT4G03113.1	Brassicaceae	18
AT1G29480.1	Brassicaceae	18
AT2G04425.1	Brassicaceae	18
AT5G12450.1	Brassicaceae	18
AT1G26762.1	Brassicaceae	18
AT1G66000.1	Brassicaceae	18
AT5G51195.1	Brassicaceae	18
AT4G28405.1	Brassicaceae	18
AT5G39170.1	Brassicaceae	18
AT5G15560.1	Brassicaceae	18
AT5G43695.1	Brassicaceae	18
AT4G03505.1	Brassicaceae	18
AT5G35945.1	Brassicaceae	18
AT2G37910.1	Brassicaceae	18
AT1G11145.1	Brassicaceae	18
AT2G31700.1	Brassicaceae	18
AT1G64107.1	Brassicaceae	18
AT4G10767.1	Brassicaceae	18
AT5G57400.1	Brassicaceae	18
AT4G08869.1	Brassicaceae	18
AT2G03937.1	Brassicaceae	18
AT4G31875.1	Brassicaceae	18
AT5G26692.1	Brassicaceae	18
AT3G56260.1	Brassicaceae	18
AT2G43520.1	Brassicaceae	18
AT1G53282.1	Brassicaceae	18
AT3G16750.1	Brassicaceae	18
AT2G26865.1	Brassicaceae	18
AT5G15581.1	Brassicaceae	18
AT1G07500.1	Brassicaceae	18
AT5G59105.1	Brassicaceae	18
AT3G22053.1	Brassicaceae	18
AT5G44585.1	Brassicaceae	18
AT1G35040.1	Brassicaceae	18
AT1G31875.1	Brassicaceae	18
AT3G62097.1	Brassicaceae	18
AT3G19790.1	Brassicaceae	18
AT5G41401.1	Brassicaceae	18
AT3G01327.1	Brassicaceae	18
AT2G07728.1	Brassicaceae	18
AT2G24615.1	Brassicaceae	18
AT3G49270.1	Brassicaceae	18
AT1G52857.1	Brassicaceae	18
AT4G13095.1	Brassicaceae	18
AT5G39880.1	Brassicaceae	18
AT3G54530.1	Brassicaceae	18
AT1G76954.1	Brassicaceae	18
AT2G03955.1	Brassicaceae	18
AT3G11860.1	Brassicaceae	18
AT4G14165.1	Brassicaceae	18
AT1G24145.1	Brassicaceae	18
AT5G44580.1	Brassicaceae	18
AT5G19175.1	Brassicaceae	18
AT1G24147.1	Brassicaceae	18
AT1G07485.1	Brassicaceae	18
AT2G20620.1	Brassicaceae	18
AT1G46336.1	Brassicaceae	18
AT1G45165.1	Brassicaceae	18
AT1G77093.1	Brassicaceae	18
AT4G22630.1	Brassicaceae	18
AT3G55790.1	Brassicaceae	18
AT4G33666.1	Brassicaceae	18
AT1G24575.1	Brassicaceae	18
AT5G27890.1	Brassicaceae	18
AT2G17442.4	Brassicaceae	18
AT5G09990.1	Brassicaceae	18
AT5G23830.1	Brassicaceae	18
AT4G20095.1	Brassicaceae	18
AT3G54530.2	Brassicaceae	18
ATMG00970.1	Brassicaceae	18
AT2G25685.1	Brassicaceae	18
AT1G12180.1	Brassicaceae	18
AT3G01322.1	Brassicaceae	18
AT3G11160.1	Brassicaceae	18
AT5G60553.1	Brassicaceae	18
AT3G49307.1	Brassicaceae	18
AT5G50423.1	Brassicaceae	18
AT2G43530.1	Brassicaceae	18
AT3G63360.1	Brassicaceae	18
AT3G03405.1	Brassicaceae	18
AT1G64195.1	Brassicaceae	18
AT4G12580.2	Brassicaceae	18
AT5G52130.1	Brassicaceae	18
AT5G50345.1	Brassicaceae	18
AT1G48180.1	Brassicaceae	18
AT5G03545.1	Brassicaceae	18
AT1G22890.1	Brassicaceae	18
AT1G56660.1	Brassicaceae	18
AT1G15825.1	Brassicaceae	18
AT3G60647.1	Brassicaceae	18
AT4G19829.1	Brassicaceae	18
AT2G41230.1	Brassicaceae	18
AT2G18920.1	Brassicaceae	18
AT5G39365.1	Brassicaceae	18
AT3G54520.1	Brassicaceae	18
AT2G43510.1	Brassicaceae	18
AT5G41765.1	Brassicaceae	18
AT3G28190.1	Brassicaceae	18
AT4G29033.1	Brassicaceae	18
AT4G28397.2	Brassicaceae	18
AT4G18580.2	Brassicaceae	18
AT1G22090.1	Brassicaceae	18
AT4G01340.1	Brassicaceae	18
AT4G13955.1	Brassicaceae	18
AT1G21528.1	Brassicaceae	18
ATMG01200.1	Brassicaceae	18
AT4G39360.1	Brassicaceae	18
AT5G08090.1	Brassicaceae	18
AT3G19790.2	Brassicaceae	18
AT5G20736.1	Brassicaceae	18
AT2G36724.1	Brassicaceae	18
AT2G24285.1	Brassicaceae	18
AT4G27580.1	Brassicaceae	18
AT4G09880.1	Brassicaceae	18
AT1G51000.1	Brassicaceae	18
AT2G16505.1	Brassicaceae	18
AT5G46874.1	Brassicaceae	18
AT1G67775.1	Brassicaceae	18
AT2G41280.1	Brassicaceae	18
AT5G52690.1	Brassicaceae	18
AT5G28630.1	Brassicaceae	18
ATMG00450.1	Brassicaceae	18
AT3G13435.1	Brassicaceae	18
AT1G05400.1	Brassicaceae	18
AT5G02650.1	Brassicaceae	18
AT2G30032.1	Brassicaceae	18
AT5G03550.1	Brassicaceae	18
AT3G01323.1	Brassicaceae	18
AT1G29620.1	Brassicaceae	18
AT3G13437.1	Brassicaceae	18
AT3G48231.1	Brassicaceae	18
AT4G14315.1	Brassicaceae	18
AT1G14455.1	Brassicaceae	18
AT3G27900.1	Brassicaceae	18
AT5G02000.1	Brassicaceae	18
AT3G27415.1	Brassicaceae	18
AT4G08875.1	Brassicaceae	18
AT1G22885.1	Brassicaceae	18
AT5G46871.1	Brassicaceae	18
AT2G04622.1	Brassicaceae	18
AT5G26673.1	Brassicaceae	18
AT4G18310.1	Brassicaceae	18
AT5G01080.1	Camelineae	19
AT3G49796.1	Camelineae	19
AT4G09840.2	Camelineae	19
AT2G03932.1	Camelineae	19
AT1G65484.1	Camelineae	19
AT2G16018.1	Camelineae	19
AT4G10595.1	Camelineae	19
AT3G54730.4	Camelineae	19
AT4G09840.1	Camelineae	19
AT5G25102.1	Camelineae	19
AT5G06755.1	Camelineae	19
AT4G25707.1	Camelineae	19
AT5G42530.1	Camelineae	19
AT4G06479.1	Camelineae	19
AT2G10965.1	Camelineae	19
AT1G12423.1	Camelineae	19
AT4G05553.1	Camelineae	19
AT2G07672.1	Camelineae	19
AT2G41780.1	Camelineae	19
AT2G25510.2	Camelineae	19
AT2G31590.1	Camelineae	19
AT5G57391.1	Camelineae	19
AT2G07724.1	Camelineae	19
AT5G01015.2	Camelineae	19
AT3G26800.1	Camelineae	19
AT5G28920.1	Camelineae	19
AT2G07310.1	Camelineae	19
AT5G28919.1	Camelineae	19
AT3G58540.1	Camelineae	19
AT1G65484.2	Camelineae	19
AT5G41660.1	Camelineae	19
AT1G10220.2	Camelineae	19
AT4G04730.1	Camelineae	19
AT2G04378.1	Camelineae	19
AT2G36854.1	Camelineae	19
AT5G34870.1	Camelineae	19
AT4G04030.1	Camelineae	19
AT3G57250.1	Camelineae	19
AT3G43291.1	Camelineae	19
AT3G44760.1	Camelineae	19
AT2G41780.2	Camelineae	19
AT5G11425.1	Camelineae	19
AT2G02023.1	Camelineae	19
AT2G06904.1	Camelineae	19
ATMG00150.1	Camelineae	19
AT1G53265.1	Camelineae	19
AT3G24517.1	Camelineae	19
AT1G40083.1	Camelineae	19
AT3G43580.1	Camelineae	19
AT2G07701.1	Camelineae	19
AT2G19850.1	Camelineae	19
AT5G27800.1	Camelineae	19
AT2G05645.1	Camelineae	19
AT5G03400.1	Camelineae	19
AT1G20405.1	Camelineae	19
ATMG01050.1	Camelineae	19
AT3G54730.2	Camelineae	19
AT2G17442.5	Camelineae	19
AT5G35760.1	Camelineae	19
AT5G06190.1	Camelineae	19
AT5G06190.2	Camelineae	19
AT3G44430.1	Camelineae	19
ATMG00200.1	Camelineae	19
AT1G44740.1	Camelineae	19
AT5G28190.1	Camelineae	19
AT3G44755.1	Camelineae	19
AT3G14340.1	Camelineae	19
AT3G46360.1	Camelineae	19
AT2G07667.1	Camelineae	19
AT2G07667.2	Camelineae	19
AT3G54730.3	Camelineae	19
AT5G27606.1	Camelineae	19
AT5G44570.1	Camelineae	19
AT3G43833.1	Camelineae	19
AT4G24030.1	Camelineae	19
AT3G01345.1	Camelineae	19
AT5G25000.1	Camelineae	19
ATMG00430.1	Camelineae	19
AT2G04378.2	Camelineae	19
ATMG01180.1	Camelineae	19
AT4G10603.1	Camelineae	19
ATMG00890.1	Camelineae	19
AT3G31950.1	Camelineae	19
AT2G24945.1	Camelineae	19
AT2G40004.1	Camelineae	19
AT3G25577.1	Camelineae	19
AT3G06435.1	Camelineae	19
AT4G08691.1	Camelineae	19
AT4G19035.1	Camelineae	19
AT3G22415.1	Camelineae	19
AT4G29200.1	Camelineae	19
AT2G19850.2	Camelineae	19
AT3G27906.1	Camelineae	19
AT5G10590.1	Camelineae	19
AT3G20555.1	Camelineae	19
AT2G42340.1	Camelineae	19
AT5G11027.1	Camelineae	19
AT1G47770.1	Camelineae	19
AT3G44070.1	Camelineae	19
AT2G12945.1	Camelineae	19
AT2G14800.1	Camelineae	19
AT4G08867.1	Camelineae	19
AT4G01535.1	Camelineae	19
AT4G09984.1	Camelineae	19
ATMG01150.1	Camelineae	19
AT5G55430.1	Camelineae	19
AT2G02840.1	Camelineae	19
AT3G25573.1	Camelineae	19
AT2G07774.1	Camelineae	19
AT5G65610.1	Camelineae	19
AT2G15025.1	Camelineae	19
AT4G20700.1	Camelineae	19
AT2G29679.1	Camelineae	19
AT4G36925.1	Camelineae	19
AT5G44570.2	Camelineae	19
AT5G24480.1	Arabidopsis	20
AT3G61898.1	Arabidopsis	20
AT3G51644.1	Arabidopsis	20
AT2G32310.2	Arabidopsis	20
AT3G52700.1	Arabidopsis	20
AT1G61097.1	Arabidopsis	20
AT2G14700.1	Arabidopsis	20
AT1G53541.1	Arabidopsis	20
AT4G19240.1	Arabidopsis	20
AT5G51650.1	Arabidopsis	20
AT1G52390.1	Arabidopsis	20
AT5G03090.1	Arabidopsis	20
AT2G23118.1	Arabidopsis	20
AT1G68935.1	Arabidopsis	20
AT2G43261.2	Arabidopsis	20
AT4G07965.1	Arabidopsis	20
ATMG01030.1	Arabidopsis	20
AT3G03456.1	Arabidopsis	20
AT1G72645.1	Arabidopsis	20
AT1G50691.1	Arabidopsis	20
AT2G43261.3	Arabidopsis	20
AT1G52618.1	Arabidopsis	20
AT2G23348.1	Arabidopsis	20
AT3G42970.1	Arabidopsis	20
AT1G27640.1	Arabidopsis	20
AT3G47836.1	Arabidopsis	20
AT3G51057.1	Arabidopsis	20
AT2G35208.1	Arabidopsis	20
AT5G65166.1	Arabidopsis	20
AT1G26773.1	Arabidopsis	20
AT1G55675.1	Arabidopsis	20
AT3G50751.1	Arabidopsis	20
AT1G72080.1	Arabidopsis	20
AT1G53480.1	Arabidopsis	20
AT4G06526.1	Arabidopsis	20
AT2G43261.4	Arabidopsis	20
AT2G11626.1	Arabidopsis	20
AT1G70949.1	Arabidopsis	20
AT3G32180.1	Arabidopsis	20
AT3G11165.1	Arabidopsis	20
AT2G12875.1	Arabidopsis	20
AT1G26350.1	Arabidopsis	20
AT5G03995.1	Arabidopsis	20
AT4G31441.1	Arabidopsis	20
AT5G26622.1	Arabidopsis	20
AT5G64552.1	Arabidopsis	20
AT4G06583.2	Arabidopsis	20
AT5G50500.1	Arabidopsis	20
AT3G54363.1	Arabidopsis	20
AT3G44171.1	Arabidopsis	20
AT5G55790.1	Arabidopsis	20
AT3G28216.1	Arabidopsis	20
AT5G25920.1	Arabidopsis	20
AT1G35617.1	Arabidopsis	20
AT3G43572.1	Arabidopsis	20
AT1G61093.1	Arabidopsis	20
AT2G40802.1	Arabidopsis	20
ATMG00880.1	Arabidopsis	20
AT1G61090.1	Arabidopsis	20
AT3G55910.1	Arabidopsis	20
AT3G21371.1	Arabidopsis	20
AT2G43261.1	Arabidopsis	20
AT1G35375.1	Arabidopsis	20
AT2G44198.1	Arabidopsis	20
AT1G14549.1	Arabidopsis	20
AT2G46567.1	Arabidopsis	20
AT5G28560.1	Arabidopsis	20
AT3G29790.1	Arabidopsis	20
AT4G08151.1	Arabidopsis	20
AT1G53480.2	Arabidopsis	20
AT2G31218.1	Arabidopsis	20
AT1G55152.1	Arabidopsis	20
AT5G57650.1	Arabidopsis	20
AT5G26622.2	Arabidopsis	20
AT3G48185.1	Arabidopsis	20
AT4G02910.1	Arabidopsis	20
AT5G45095.1	Arabidopsis	20
AT2G07215.1	Arabidopsis	20
AT3G50682.1	Arabidopsis	20
AT5G10504.1	Arabidopsis	20
AT3G58080.1	Arabidopsis	20
AT1G35614.1	Arabidopsis	20
AT3G44210.1	Arabidopsis	20
AT5G26270.2	Arabidopsis	20
AT5G56865.1	Arabidopsis	20
AT2G45161.1	Arabidopsis	20
AT2G19420.1	Arabidopsis	20
AT5G08185.2	Arabidopsis	20
AT1G65483.2	Arabidopsis	20
AT2G29850.1	Arabidopsis	20
AT5G15360.1	Arabidopsis	20
AT3G49770.1	Arabidopsis	20
AT1G31960.1	Arabidopsis	20
AT2G34186.1	Arabidopsis	20
AT1G34280.1	Arabidopsis	20
AT3G43880.1	Arabidopsis	20
AT3G60760.1	Arabidopsis	20
AT1G47495.1	Arabidopsis	20
AT1G67860.1	Arabidopsis	20
AT1G61095.1	Arabidopsis	20
ATMG01290.1	Arabidopsis	20
AT1G47690.1	Arabidopsis	20
AT3G42728.1	Arabidopsis	20
AT3G32160.1	Arabidopsis	20
AT5G19257.1	Arabidopsis	20
AT2G33175.1	Arabidopsis	20
AT1G02710.1	Arabidopsis	20
AT1G04501.1	Arabidopsis	20
AT4G23103.1	Arabidopsis	20
AT3G32896.1	Arabidopsis	20
AT2G11570.1	Arabidopsis	20
AT4G07740.1	Arabidopsis	20
AT4G12990.1	Arabidopsis	20
AT5G42825.1	Arabidopsis	20
AT1G37007.1	Arabidopsis	20
AT1G65483.1	Arabidopsis	20
AT3G30849.1	Arabidopsis	20
AT1G37000.1	Arabidopsis	20
AT3G43722.1	Arabidopsis	20
AT4G38405.1	Arabidopsis	20
AT2G06555.2	Arabidopsis	20
AT1G36922.1	Arabidopsis	20
AT5G34869.1	Arabidopsis	20
AT1G28304.1	Arabidopsis	20
AT1G67865.1	Arabidopsis	20
AT2G07673.1	Arabidopsis	20
AT2G07669.1	Arabidopsis	20
AT3G47836.2	Arabidopsis	20
AT4G20290.1	Arabidopsis	20
AT2G30760.1	Arabidopsis	20
AT1G31990.1	Arabidopsis	20
AT1G32000.1	Arabidopsis	20
AT4G06639.1	Arabidopsis	20
AT1G47265.1	Arabidopsis	20
AT5G24879.1	Arabidopsis	20
AT5G35890.1	Arabidopsis	20
AT5G66658.1	Arabidopsis	20
AT3G54804.1	Arabidopsis	20
AT5G35526.1	Arabidopsis	20
AT2G24834.1	Arabidopsis	20
AT2G20921.1	Arabidopsis	20
AT3G28918.1	Arabidopsis	20
AT4G36370.1	Arabidopsis	20
AT4G11385.1	Arabidopsis	20
AT5G61997.1	Arabidopsis	20
AT1G22767.1	Arabidopsis	20
AT3G45910.1	Arabidopsis	20
AT3G16712.1	Arabidopsis	20
AT5G11416.1	Arabidopsis	20
AT1G47700.1	Arabidopsis	20
AT1G35461.1	Arabidopsis	20
AT3G28291.1	Arabidopsis	20
AT1G67148.1	Arabidopsis	20
AT4G31351.1	Arabidopsis	20
AT4G24410.1	Arabidopsis	20
AT3G45443.1	Arabidopsis	20
AT1G51035.1	Arabidopsis	20
AT3G04181.1	Arabidopsis	20
AT2G41233.1	Arabidopsis	20
AT1G42699.1	Arabidopsis	20
AT1G49032.1	Arabidopsis	20
AT3G46470.1	Arabidopsis	20
AT5G53410.1	Arabidopsis	20
AT2G27540.1	Arabidopsis	20
AT1G67875.1	Arabidopsis	20
AT1G02074.1	Arabidopsis	20
AT3G13370.1	Arabidopsis	20
AT1G42080.1	Arabidopsis	20
AT3G24542.1	Arabidopsis	20
AT2G34270.1	Arabidopsis	20
AT3G61571.1	Arabidopsis	20
AT5G67245.1	Arabidopsis	20
AT5G35603.1	Arabidopsis	20
AT5G18748.1	Arabidopsis	20
AT1G72580.1	Arabidopsis	20
AT1G53887.1	Arabidopsis	20
AT5G60260.1	Arabidopsis	20
AT3G50651.1	Arabidopsis	20
AT1G35500.1	Arabidopsis	20
AT3G20900.1	Arabidopsis	20
AT3G23245.1	Arabidopsis	20
ATMG00130.1	Arabidopsis	20
AT4G18850.1	Arabidopsis	20
AT3G61827.1	Arabidopsis	20
AT1G01400.1	Arabidopsis	20
AT1G62978.1	Arabidopsis	20
AT2G45434.1	Arabidopsis	20
AT5G35603.2	Arabidopsis	20
AT4G31280.1	Arabidopsis	20
AT1G20967.1	Arabidopsis	20
AT4G04601.1	Arabidopsis	20
AT3G46666.1	Arabidopsis	20
AT5G34581.1	Arabidopsis	20
AT3G57850.1	Arabidopsis	20
AT4G31354.1	Arabidopsis	20
AT2G18930.1	Arabidopsis	20
AT1G22651.1	Arabidopsis	20
AT5G51812.1	Arabidopsis	20
AT5G10946.1	Arabidopsis	20
AT4G08874.1	Arabidopsis	20
AT1G50603.1	Arabidopsis	20
AT3G43500.1	Arabidopsis	20
AT3G26235.1	Arabidopsis	20
AT4G27930.1	Arabidopsis	20
AT5G49250.1	Arabidopsis	20
AT1G53542.1	Arabidopsis	20
AT5G05113.1	Arabidopsis	20
AT3G52700.2	Arabidopsis	20
AT2G28507.1	Arabidopsis	20
AT5G65609.1	Arabidopsis	20
AT5G40855.1	Arabidopsis	20
AT3G25716.1	Arabidopsis	20
AT1G36925.1	Arabidopsis	20
AT2G13125.1	Arabidopsis	20
AT3G10526.1	Arabidopsis	20
AT4G16451.1	Arabidopsis	20
AT1G29355.1	Arabidopsis	20
AT2G22241.1	Arabidopsis	20
AT4G08593.1	Arabidopsis	20
AT1G66475.1	Arabidopsis	20
AT2G29628.1	Arabidopsis	20
AT3G30220.1	Arabidopsis	20
AT5G35230.1	Arabidopsis	20
AT5G08185.4	Arabidopsis	20
AT4G09647.1	Arabidopsis	20
AT3G45851.1	Arabidopsis	20
AT3G55566.1	Arabidopsis	20
AT4G05632.1	Arabidopsis	20
AT5G08185.3	Arabidopsis	20
AT1G71235.1	Arabidopsis	20
AT3G04997.1	Arabidopsis	20
AT3G43870.1	Arabidopsis	20
AT1G59865.1	Arabidopsis	20
AT2G13272.1	Arabidopsis	20
AT5G52080.1	Arabidopsis	20
AT1G50290.1	Arabidopsis	20
AT5G46310.1	Arabidopsis	20
AT2G02440.1	Arabidopsis	20
AT3G15251.1	Arabidopsis	20
AT5G49440.1	Arabidopsis	20
AT5G08220.1	Arabidopsis	20
AT3G43280.1	Arabidopsis	20
AT3G50550.2	Arabidopsis_thaliana	21
AT5G29070.1	Arabidopsis_thaliana	21
AT1G77746.1	Arabidopsis_thaliana	21
